Unnamed: 0,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,y_pred,y_scores
28,521,WITHDRAWAL,26800.0,104000.0,3,0,-0.04686519146582491
32,212,WITHDRAWAL,14800.0,14800.0,1,0,-0.3218007780609403
36,186,WITHDRAWAL,6862.0,6862.0,1,0,-0.354545071721056
69,186,WITHDRAWAL,6862.0,6862.0,1,0,-0.354545071721056
82,243,WITHDRAWAL,1800.0,1800.0,1,0,-0.28438641487932553
84,30,WITHDRAWAL,14.6,16314.6,2,0,-0.30973550067184574
93,30,WITHDRAWAL,2900.0,2914.6,2,0,-0.23096780677052153
109,456,WITHDRAWAL,3000.0,3000.0,1,0,-0.3415566550630457
144,82,WITHDRAWAL,14.6,11414.6,2,0,-0.30737994962197984
188,363,WITHDRAWAL,16700.0,16700.0,1,0,-0.3147222814285105
232,82,WITHDRAWAL,14.6,14.6,1,0,-0.3950995359302353
233,243,WITHDRAWAL,3067.0,3067.0,1,0,-0.35129089846775846
264,82,WITHDRAWAL,14.6,14.6,1,0,-0.3950995359302353
292,82,WITHDRAWAL,15300.0,15300.0,1,0,-0.3139564624233213
376,299,WITHDRAWAL,38300.0,38300.0,1,0,-0.287907957914384
413,30,WITHDRAWAL,11400.0,50100.0,3,0,-0.14141977791652616
422,31,WITHDRAWAL,14.6,14.6,1,0,-0.3950995359302353
436,212,WITHDRAWAL,26300.0,26300.0,1,0,-0.3034940342527672
439,212,WITHDRAWAL,27500.0,27500.0,1,0,-0.3043421051731568
461,363,WITHDRAWAL,3900.0,46000.0,2,0,-0.23397606772000346
545,243,WITHDRAWAL,30.0,30.0,1,0,-0.373535025420774
565,266,WITHDRAWAL,3900.0,3900.0,1,0,-0.33287008830084636
634,299,WITHDRAWAL,14.6,6014.6,2,0,-0.2790838638365474
749,266,WITHDRAWAL,3000.0,3000.0,1,0,-0.3415566550630457
771,456,WITHDRAWAL,37800.0,37800.0,1,0,-0.2880004518777938
778,30,WITHDRAWAL,16300.0,16300.0,1,0,-0.3111249184893557
794,456,WITHDRAWAL,43300.0,43300.0,1,0,-0.2528022409031987
812,186,WITHDRAWAL,3300.0,3300.0,1,0,-0.3400156563103995
818,31,WITHDRAWAL,5700.0,5700.0,1,0,-0.32965070858118006
837,30,WITHDRAWAL,23100.0,23100.0,1,0,-0.2964423407498709
844,186,WITHDRAWAL,6862.0,53462.0,2,0,-0.22643679543459883
855,456,WITHDRAWAL,31500.0,31514.6,2,0,-0.30902046613292733
883,186,WITHDRAWAL,30.0,30.0,1,0,-0.373535025420774
916,299,WITHDRAWAL,14.6,14.6,1,0,-0.3950995359302353
917,212,WITHDRAWAL,29400.0,29400.0,1,0,-0.30764100717478415
972,390,WITHDRAWAL,14.6,14.6,1,0,-0.3950995359302353
980,521,WITHDRAWAL,18600.0,18614.6,2,0,-0.3082917723105699
987,212,WITHDRAWAL,4500.0,4500.0,1,0,-0.3349296550968029
1006,222,WITHDRAWAL,6600.0,14700.0,2,0,-0.3045700327779186
1020,186,WITHDRAWAL,30.0,30.0,1,0,-0.373535025420774
