Unnamed: 0,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,y_pred,y_scores
2,196,WITHDRAWAL,900.0,7871.0,3,0,-0.24477410633831398
9,425,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
48,358,WITHDRAWAL,532.0,605.0,2,0,-0.2838595969625829
57,244,WITHDRAWAL,1110.0,3758.0,4,0,-0.17379365830207816
79,358,WITHDRAWAL,73.0,1507.0,2,0,-0.3228552406262698
83,190,WITHDRAWAL,2900.0,11500.0,3,0,-0.12311292213281433
85,362,WITHDRAWAL,6001.0,10081.0,3,0,-0.16225073273266555
124,190,WITHDRAWAL,1316.0,9110.0,4,0,-0.18337566154045293
128,107,WITHDRAWAL,959.0,2539.0,2,0,-0.3260329176095418
143,368,WITHDRAWAL,14.6,6014.6,2,0,-0.27128936350406746
148,470,WITHDRAWAL,1078.0,9776.0,4,0,-0.15812895482822564
152,368,WITHDRAWAL,4900.0,5800.0,2,0,-0.27647670172654437
176,484,WITHDRAWAL,108.0,6567.0,5,0,-0.06145612679131374
178,107,WITHDRAWAL,1580.0,1580.0,1,0,-0.3040793853937323
179,244,WITHDRAWAL,232.0,232.0,1,0,-0.257073714118943
182,362,WITHDRAWAL,292.0,11453.0,3,0,-0.12267902274992326
190,425,WITHDRAWAL,3680.0,3680.0,1,0,-0.21688733529212945
194,107,WITHDRAWAL,959.0,2539.0,2,0,-0.3260329176095418
202,107,WITHDRAWAL,959.0,2539.0,2,0,-0.3260329176095418
212,362,WITHDRAWAL,6001.0,6001.0,1,0,-0.20075101752072866
227,190,WITHDRAWAL,42.0,42.0,1,0,-0.28213510845185386
248,148,WITHDRAWAL,1736.0,1825.0,2,0,-0.3308246013535847
254,484,WITHDRAWAL,800.0,800.0,1,0,-0.27667245951124764
266,443,WITHDRAWAL,1020.0,1020.0,1,0,-0.2575864291119808
267,190,WITHDRAWAL,4519.0,4561.0,2,0,-0.30268218082220966
268,148,WITHDRAWAL,1736.0,1825.0,2,0,-0.3308246013535847
272,362,WITHDRAWAL,6001.0,11161.0,2,0,-0.11313379124111556
280,484,WITHDRAWAL,700.0,2460.0,3,0,-0.2935984180226082
289,148,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
310,107,WITHDRAWAL,720.0,2760.0,2,0,-0.31105893117590655
324,425,WITHDRAWAL,806.0,806.0,1,0,-0.28788277065666323
331,425,WITHDRAWAL,2390.0,2454.0,2,0,-0.33071807236789746
337,368,WITHDRAWAL,269.0,3028.0,4,0,-0.1730651935091756
352,425,WITHDRAWAL,2400.0,2414.6,2,0,-0.328857548823659
392,385,WITHDRAWAL,14.6,1454.6,2,0,-0.31559937320860587
394,148,WITHDRAWAL,89.0,1019.0,2,0,-0.2679971395317841
395,385,WITHDRAWAL,31.0,152.0,2,0,-0.23065026598045213
401,368,WITHDRAWAL,2800.0,2800.0,1,0,-0.2099510644064827
412,190,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
414,362,WITHDRAWAL,2160.0,2228.0,2,0,-0.3327681662030062
415,190,WITHDRAWAL,9900.0,9900.0,1,0,-0.08295694592909231
431,484,WITHDRAWAL,2800.0,2814.6,2,0,-0.3043717883242431
451,190,WITHDRAWAL,800.0,9400.0,3,0,-0.19734453270477126
474,244,WITHDRAWAL,2190.0,2648.0,3,0,-0.29718701143106546
493,484,WITHDRAWAL,1995.0,1995.0,1,0,-0.25456420386648726
496,190,WITHDRAWAL,800.0,814.6,2,0,-0.26861401171716737
508,196,WITHDRAWAL,4417.0,4417.0,1,0,-0.27655589617027226
516,385,WITHDRAWAL,31.0,152.0,2,0,-0.23065026598045213
536,244,WITHDRAWAL,2190.0,2648.0,3,0,-0.29718701143106546
556,362,WITHDRAWAL,4440.0,4440.0,1,0,-0.2737335514677673
557,385,WITHDRAWAL,31.0,152.0,2,0,-0.23065026598045213
572,385,WITHDRAWAL,780.0,2984.6,3,0,-0.26967505759618365
573,148,WITHDRAWAL,89.0,89.0,1,0,-0.2933797718437275
578,196,WITHDRAWAL,1400.0,1400.0,1,0,-0.3015703086086942
604,385,WITHDRAWAL,2160.0,2191.0,2,0,-0.33253850848796984
620,443,WITHDRAWAL,1380.0,1380.0,1,0,-0.3007368350059989
621,148,WITHDRAWAL,487.0,2312.0,3,0,-0.30354254183172613
646,368,WITHDRAWAL,217.0,5340.0,3,0,-0.30469162120690146
650,471,WITHDRAWAL,3360.0,3360.0,1,0,-0.2150469547362266
664,107,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
672,362,WITHDRAWAL,6001.0,6001.0,1,0,-0.20075101752072866
716,362,WITHDRAWAL,68.0,6361.0,3,0,-0.29352330075105876
719,425,WITHDRAWAL,14.6,2534.6,2,0,-0.3259885791982166
723,470,WITHDRAWAL,630.0,5130.0,2,0,-0.30794777053791467
732,470,WITHDRAWAL,2300.0,7576.0,4,0,-0.15524207715273453
772,362,WITHDRAWAL,292.0,6293.0,2,0,-0.28076375325216263
800,443,WITHDRAWAL,463.0,1971.0,2,0,-0.334640747790738
802,362,WITHDRAWAL,5160.0,5160.0,1,0,-0.20336414007176207
805,244,WITHDRAWAL,2190.0,2648.0,3,0,-0.29718701143106546
858,470,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
860,244,WITHDRAWAL,226.0,458.0,2,0,-0.2744675711265636
862,244,WITHDRAWAL,226.0,848.0,3,0,-0.21871942779252895
868,107,WITHDRAWAL,1580.0,1580.0,1,0,-0.3040793853937323
872,358,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
882,190,WITHDRAWAL,1316.0,9110.0,4,0,-0.18337566154045293
906,425,WITHDRAWAL,2390.0,2454.0,2,0,-0.33071807236789746
925,443,WITHDRAWAL,1508.0,2348.0,2,0,-0.32997047375944816
928,107,WITHDRAWAL,5040.0,5040.0,1,0,-0.20957186867668665
929,196,WITHDRAWAL,1500.0,8471.0,3,0,-0.22206828765172548
939,196,WITHDRAWAL,3100.0,5754.0,3,0,-0.29552474805599754
954,362,WITHDRAWAL,8200.0,14493.0,3,0,-0.04491770685855745
961,362,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
975,190,WITHDRAWAL,3233.0,7794.0,3,0,-0.2535558067911805
1001,244,WITHDRAWAL,232.0,232.0,1,0,-0.257073714118943
1007,443,WITHDRAWAL,463.0,1971.0,2,0,-0.334640747790738
1032,196,WITHDRAWAL,1270.0,1270.0,1,0,-0.2892903730189785
1053,425,WITHDRAWAL,64.0,64.0,1,0,-0.28371243501056603
1060,425,WITHDRAWAL,2390.0,2454.0,2,0,-0.33071807236789746
1081,484,WITHDRAWAL,1412.0,3407.0,2,0,-0.29716817591183403
1108,362,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1142,471,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1166,362,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1171,244,WITHDRAWAL,450.0,1350.0,2,0,-0.298127736054836
1174,196,WITHDRAWAL,2554.0,6971.0,2,0,-0.2618251602865338
1210,385,WITHDRAWAL,121.0,121.0,1,0,-0.29008877848632425
1238,244,WITHDRAWAL,226.0,458.0,2,0,-0.2744675711265636
1241,471,WITHDRAWAL,1300.0,1314.6,2,0,-0.2947622714991231
1252,425,WITHDRAWAL,2390.0,2454.0,2,0,-0.33071807236789746
1273,196,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1282,107,WITHDRAWAL,2400.0,2400.0,1,0,-0.23174317039564307
1295,148,WITHDRAWAL,1440.0,3265.0,3,0,-0.2587327505931106
1298,148,WITHDRAWAL,487.0,2312.0,3,0,-0.30354254183172613
1320,443,WITHDRAWAL,463.0,1971.0,2,0,-0.334640747790738
1323,362,WITHDRAWAL,8400.0,8414.6,2,0,-0.19127222593507454
1328,471,WITHDRAWAL,4695.0,4695.0,1,0,-0.24582604699906496
1375,368,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1378,470,WITHDRAWAL,1900.0,3600.0,2,0,-0.2861776496695177
1382,470,WITHDRAWAL,3568.0,4198.0,2,0,-0.2893933142741108
1400,148,WITHDRAWAL,840.0,2107.0,3,0,-0.2956964056893467
1413,196,WITHDRAWAL,385.0,5755.0,3,0,-0.29552474805599754
1414,443,WITHDRAWAL,463.0,1971.0,2,0,-0.334640747790738
1418,362,WITHDRAWAL,6001.0,6001.0,1,0,-0.20075101752072866
1447,385,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1464,471,WITHDRAWAL,253.0,1386.0,3,0,-0.26346335697294454
1503,470,WITHDRAWAL,630.0,630.0,1,0,-0.2598796211081257
1526,385,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1591,244,WITHDRAWAL,1320.0,1778.0,3,0,-0.26726142190017244
1656,196,WITHDRAWAL,1300.0,1300.0,1,0,-0.2880069568567576
1662,148,WITHDRAWAL,89.0,419.0,2,0,-0.26247721168386273
1688,484,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1713,484,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1736,368,WITHDRAWAL,4381.0,4381.0,1,0,-0.27254935533880037
1740,471,WITHDRAWAL,4695.0,4695.0,1,0,-0.24582604699906496
1754,196,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1835,107,WITHDRAWAL,2015.0,2974.0,2,0,-0.3129202755133521
1847,107,WITHDRAWAL,3120.0,5135.0,2,0,-0.3073299608600695
1874,244,WITHDRAWAL,226.0,458.0,2,0,-0.2744675711265636
1877,196,WITHDRAWAL,5200.0,9617.0,2,0,-0.158570313281995
1903,190,WITHDRAWAL,42.0,42.0,1,0,-0.28213510845185386
1906,148,WITHDRAWAL,990.0,2815.0,3,0,-0.2845876105775224
1920,107,WITHDRAWAL,959.0,2539.0,2,0,-0.3260329176095418
1935,470,WITHDRAWAL,14.6,14.6,1,0,-0.3564766746693174
1961,190,WITHDRAWAL,1316.0,9110.0,4,0,-0.18337566154045293
