Unnamed: 0,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,y_pred,y_scores
8,437,WITHDRAWAL,12000.0,12000.0,1,0,-0.2684409267664548
11,426,WITHDRAWAL,10400.0,10400.0,1,0,-0.2801223422440226
25,73,WITHDRAWAL,2300.0,8194.6,3,0,-0.2634912048690624
43,73,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
44,361,WITHDRAWAL,1388.0,23029.0,3,0,-0.19058316060303448
65,395,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
76,327,WITHDRAWAL,3805.0,11557.0,3,0,-0.26306460542960897
77,346,WITHDRAWAL,5760.0,5760.0,1,0,-0.30943798137950373
87,59,WITHDRAWAL,3900.0,10785.0,3,0,-0.25994497140289274
88,497,WITHDRAWAL,3405.0,3405.0,1,0,-0.3369908457925503
90,344,WITHDRAWAL,7700.0,14122.0,3,0,-0.262808173826112
94,477,WITHDRAWAL,2660.0,10160.0,2,0,-0.3292880477462666
102,73,WITHDRAWAL,4480.0,4480.0,1,0,-0.3309952930905296
103,73,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
113,497,WITHDRAWAL,3405.0,15905.0,2,0,-0.2999503180260541
116,2,WITHDRAWAL,7266.0,11266.0,2,0,-0.31929620528239117
130,361,WITHDRAWAL,3600.0,3600.0,1,0,-0.33597441046098464
138,274,WITHDRAWAL,14.6,15614.6,2,0,-0.3029899349519365
149,446,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
153,289,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
157,327,WITHDRAWAL,3805.0,7057.0,2,0,-0.3490116540540826
159,176,WITHDRAWAL,22700.0,22700.0,1,0,-0.17655793040753842
167,100,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
170,73,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
197,535,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
199,510,WITHDRAWAL,30.0,30.0,1,0,-0.3415451759814614
201,426,WITHDRAWAL,886.0,886.0,1,0,-0.3097192205022639
211,365,WITHDRAWAL,14.6,6914.6,2,0,-0.349107215311872
217,361,WITHDRAWAL,1941.0,1941.0,1,0,-0.3332459337738003
220,34,WITHDRAWAL,6070.0,6572.0,2,0,-0.35267072372749614
231,176,WITHDRAWAL,4564.0,29800.0,4,0,-0.08188702970904749
238,334,WITHDRAWAL,14.6,14.6,1,0,-0.3952705294322373
242,437,WITHDRAWAL,3106.0,3106.0,1,0,-0.33856874068813375
245,477,WITHDRAWAL,2300.0,2300.0,1,0,-0.323067999445047
261,289,WITHDRAWAL,5745.0,21266.0,3,0,-0.2130006522950052
