Unnamed: 0,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,y_pred,y_scores
0,65,WITHDRAWAL,686.0,686.0,1,0,-0.2881258471938424
6,532,WITHDRAWAL,35000.0,35000.0,1,0,-0.13674036714690707
33,512,WITHDRAWAL,12300.0,12300.0,1,0,-0.2983039990476545
38,414,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
41,491,WITHDRAWAL,9090.0,9090.0,1,0,-0.33028331786334986
51,253,WITHDRAWAL,10100.0,10114.6,2,0,-0.31770692007857654
74,424,WITHDRAWAL,4591.0,4591.0,1,0,-0.3453701981674337
86,159,WITHDRAWAL,8100.0,8100.0,1,0,-0.32792111723305145
91,37,WITHDRAWAL,13100.0,13100.0,1,0,-0.2936109457442314
98,312,WITHDRAWAL,14.6,4814.6,2,0,-0.3126899226032735
99,210,WITHDRAWAL,720.0,2640.0,2,0,-0.29384945405317553
107,10,WITHDRAWAL,9400.0,9400.0,1,0,-0.3270577787357254
119,253,WITHDRAWAL,17600.0,17600.0,1,0,-0.2645756006282506
121,65,WITHDRAWAL,686.0,686.0,1,0,-0.2881258471938424
133,355,WITHDRAWAL,30.0,30.0,1,0,-0.31386757272572285
136,137,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
139,429,WITHDRAWAL,5286.0,5286.0,1,0,-0.3461900926242404
140,56,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
162,458,WITHDRAWAL,1400.0,13200.0,2,0,-0.30662749885311463
183,137,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
186,200,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
187,7,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
195,304,WITHDRAWAL,8400.0,33267.0,3,0,-0.11097299515331549
203,226,WITHDRAWAL,8928.0,8928.0,1,0,-0.3251543475846136
219,56,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
226,65,WITHDRAWAL,14400.0,14400.0,1,0,-0.27432283518494516
230,356,WITHDRAWAL,2000.0,2000.0,1,0,-0.3091854310446738
240,512,WITHDRAWAL,14.6,2614.6,2,0,-0.29543941343448926
244,285,WITHDRAWAL,16600.0,16600.0,1,0,-0.26840025438629367
259,159,WITHDRAWAL,8694.0,8694.0,1,0,-0.3250515254534373
260,420,WITHDRAWAL,7192.0,7192.0,1,0,-0.3327842441161792
262,32,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
263,312,WITHDRAWAL,800.0,800.0,1,0,-0.29581375994983733
269,526,WITHDRAWAL,5074.0,16374.0,3,0,-0.19569294899279333
270,226,WITHDRAWAL,8928.0,8928.0,1,0,-0.3251543475846136
271,487,WITHDRAWAL,10684.0,10684.0,1,0,-0.3105684126602546
278,360,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
279,500,WITHDRAWAL,20500.0,24306.0,3,0,-0.17527722856393246
291,282,WITHDRAWAL,2040.0,2054.6,2,0,-0.2762738752568097
295,10,WITHDRAWAL,10600.0,17633.0,2,0,-0.29174252492312946
298,429,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
312,480,WITHDRAWAL,38560.0,43247.0,2,0,-0.10262300776970712
321,420,WITHDRAWAL,7192.0,7192.0,1,0,-0.3327842441161792
322,480,WITHDRAWAL,1320.0,1320.0,1,0,-0.3029673299749286
329,356,WITHDRAWAL,14.6,14.6,1,0,-0.391364074543084
