Unnamed: 0,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,y_pred,y_scores
4,198,WITHDRAWAL,4750.0,4750.0,1,0,-0.2861881782311453
14,42,WITHDRAWAL,14.6,614.6,2,0,-0.2896253722729084
15,416,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
19,432,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
26,533,WITHDRAWAL,15100.0,15100.0,1,0,-0.07623620647879648
27,42,WITHDRAWAL,1592.0,1831.0,2,0,-0.33933135838360673
40,518,WITHDRAWAL,1840.0,2304.6,3,0,-0.2227380650182893
49,454,WITHDRAWAL,1000.0,1000.0,1,0,-0.3399104720012957
62,324,WITHDRAWAL,2000.0,2014.6,2,0,-0.3599368446208249
64,317,WITHDRAWAL,960.0,4400.0,3,0,-0.24630596846158426
68,538,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
75,324,WITHDRAWAL,284.0,3884.0,2,0,-0.3426870686341682
122,260,WITHDRAWAL,14.6,214.6,2,0,-0.23838845090770777
127,534,WITHDRAWAL,1680.0,9220.0,4,0,-0.0869662027982786
134,522,WITHDRAWAL,9600.0,14530.0,2,0,-0.12807381292414943
135,234,WITHDRAWAL,2809.0,2809.0,1,0,-0.3698328690378647
141,311,WITHDRAWAL,3375.0,8507.0,3,0,-0.19748536992944166
145,306,WITHDRAWAL,3657.0,3657.0,1,0,-0.3429608952428251
146,6,WITHDRAWAL,3954.0,3954.0,1,0,-0.3372754361345122
147,332,WITHDRAWAL,2385.0,2385.0,1,0,-0.37192734072632316
151,44,WITHDRAWAL,1680.0,1680.0,1,0,-0.35269601198353595
156,142,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
161,146,WITHDRAWAL,4950.0,8950.0,3,0,-0.19132353228741583
164,288,WITHDRAWAL,3257.0,5457.0,2,0,-0.31826161295389377
168,234,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
169,518,WITHDRAWAL,2015.0,2015.0,1,0,-0.3745701561738964
185,40,WITHDRAWAL,4301.0,4301.0,1,0,-0.3181934605424004
192,293,WITHDRAWAL,14.6,214.6,2,0,-0.23838845090770777
198,474,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
213,152,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
215,238,WITHDRAWAL,2234.0,2234.0,1,0,-0.3772294373100236
222,192,WITHDRAWAL,1840.0,2440.0,2,0,-0.3474792362087807
235,238,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
247,62,WITHDRAWAL,650.0,650.0,1,0,-0.3419965302175674
252,220,WITHDRAWAL,3095.0,3095.0,1,0,-0.3781266541597238
253,492,WITHDRAWAL,3500.0,3500.0,1,0,-0.35104456776947
256,62,WITHDRAWAL,2300.0,2300.0,1,0,-0.3784901916452025
282,44,WITHDRAWAL,3200.0,3200.0,1,0,-0.3627999308892553
284,388,WITHDRAWAL,6524.0,12424.0,4,0,-0.06311378359074238
285,318,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
286,306,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
288,317,WITHDRAWAL,3068.0,3068.0,1,0,-0.3809921981692921
293,306,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
302,416,WITHDRAWAL,982.0,2782.0,2,0,-0.3425610625501738
305,332,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
316,198,WITHDRAWAL,1200.0,1900.0,2,0,-0.3494767931182438
334,61,WITHDRAWAL,1920.0,4080.0,2,0,-0.3451568270266914
339,428,WITHDRAWAL,14.6,4814.6,2,0,-0.34179907322220615
341,321,WITHDRAWAL,800.0,2880.0,3,0,-0.23833633675251142
347,112,WITHDRAWAL,6900.0,6900.0,1,0,-0.2111748338091447
349,533,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
355,146,WITHDRAWAL,3823.0,3823.0,1,0,-0.3334385092127778
364,44,WITHDRAWAL,2344.0,2344.0,1,0,-0.3801159731761025
367,4,WITHDRAWAL,1285.0,2085.0,2,0,-0.3593023333054451
370,392,WITHDRAWAL,1700.0,8260.0,2,0,-0.24008869949926281
374,275,WITHDRAWAL,1200.0,1200.0,1,0,-0.34116869164490904
375,288,WITHDRAWAL,3257.0,3257.0,1,0,-0.35503158399782375
377,237,WITHDRAWAL,1788.0,1788.0,1,0,-0.36039497314383645
384,241,WITHDRAWAL,632.0,1976.0,2,0,-0.3576250087764486
390,423,WITHDRAWAL,600.0,600.0,1,0,-0.3365714114950142
407,115,WITHDRAWAL,1700.0,1714.6,2,0,-0.3310361228198596
409,234,WITHDRAWAL,2809.0,2809.0,1,0,-0.3698328690378647
416,391,WITHDRAWAL,1000.0,1000.0,1,0,-0.3399104720012957
417,112,WITHDRAWAL,3520.0,5571.0,2,0,-0.31571970086222484
418,352,WITHDRAWAL,1992.0,1992.0,1,0,-0.3765054837353644
419,4,WITHDRAWAL,2078.0,2078.0,1,0,-0.37957849190408716
423,518,WITHDRAWAL,2015.0,2015.0,1,0,-0.3745701561738964
426,238,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
430,392,WITHDRAWAL,6560.0,6560.0,1,0,-0.21623332985642763
440,101,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
452,128,WITHDRAWAL,350.0,350.0,1,0,-0.32868891621401775
455,275,WITHDRAWAL,198.0,198.0,1,0,-0.3232138480166405
457,112,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
467,481,WITHDRAWAL,1825.0,1889.0,2,0,-0.3468911318834562
478,127,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
483,81,WITHDRAWAL,229.0,1551.0,3,0,-0.19727601380772875
494,61,WITHDRAWAL,668.0,668.0,1,0,-0.3480682876930088
500,42,WITHDRAWAL,4239.0,4239.0,1,0,-0.3219241072803216
511,449,WITHDRAWAL,1789.0,1953.0,2,0,-0.35810013083623116
522,321,WITHDRAWAL,1876.0,1876.0,1,0,-0.3654303698507371
524,311,WITHDRAWAL,1300.0,9807.0,4,0,-0.07862657080963464
526,112,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
538,9,WITHDRAWAL,1100.0,2100.0,2,0,-0.3586035163890364
544,519,WITHDRAWAL,3245.0,7725.0,3,0,-0.2163705212474516
546,42,WITHDRAWAL,2520.0,2520.0,1,0,-0.35038255391728096
548,492,WITHDRAWAL,2000.0,2000.0,1,0,-0.37577077411219967
559,423,WITHDRAWAL,780.0,2722.0,2,0,-0.3447536934339264
561,81,WITHDRAWAL,1000.0,1291.0,3,0,-0.1896631120805332
562,251,WITHDRAWAL,3360.0,3960.0,2,0,-0.34421306297813675
567,192,WITHDRAWAL,1920.0,3200.0,2,0,-0.35407803274738386
574,198,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
586,81,WITHDRAWAL,1500.0,1562.0,2,0,-0.3202487140636136
598,332,WITHDRAWAL,800.0,800.0,1,0,-0.343628670429467
600,220,WITHDRAWAL,14.6,14.6,1,0,-0.42884598839953775
602,460,WITHDRAWAL,560.0,560.0,1,0,-0.34049311382386044
612,391,WITHDRAWAL,13300.0,13300.0,1,0,-0.1097637095993208
616,504,WITHDRAWAL,300.0,300.0,1,0,-0.32765642878015694
618,533,WITHDRAWAL,2280.0,4080.0,2,0,-0.3451568270266914
622,237,WITHDRAWAL,840.0,840.0,1,0,-0.3456234279381259
631,522,WITHDRAWAL,77.0,77.0,1,0,-0.33170569709748926
