Unnamed: 0,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,y_pred,y_scores
1,444,WITHDRAWAL,500.0,2700.0,2,0,-0.3261970763776808
5,113,WITHDRAWAL,3146.0,3146.0,1,0,-0.360121263729338
10,409,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
16,297,WITHDRAWAL,8400.0,8414.6,2,0,-0.23559329641271165
20,386,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
24,531,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
31,109,WITHDRAWAL,3700.0,3700.0,1,0,-0.3405678589044771
34,367,WITHDRAWAL,10200.0,10200.0,1,0,-0.20298096466811932
39,264,WITHDRAWAL,3307.0,3307.0,1,0,-0.3544877779393946
42,155,WITHDRAWAL,1080.0,8640.0,4,0,-0.060376995781800114
55,450,WITHDRAWAL,4100.0,4100.0,1,0,-0.321190188152228
56,407,WITHDRAWAL,10800.0,10800.0,1,0,-0.20479004627061204
60,250,WITHDRAWAL,3066.0,3906.0,2,0,-0.3115144658221193
66,464,WITHDRAWAL,3509.0,3509.0,1,0,-0.35805942868844387
80,155,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
96,531,WITHDRAWAL,2144.0,2444.0,2,0,-0.324360067613455
100,194,WITHDRAWAL,14.6,5504.6,2,0,-0.2944557813491
101,486,WITHDRAWAL,1200.0,9500.0,4,0,-0.06093412196512149
108,281,WITHDRAWAL,5578.0,5578.0,1,0,-0.29799482683597933
110,118,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
114,375,WITHDRAWAL,3824.0,3824.0,1,0,-0.33327939245044724
120,261,WITHDRAWAL,371.0,2553.0,2,0,-0.3281604795415547
125,515,WITHDRAWAL,1280.0,3280.0,2,0,-0.3167257005430963
131,171,WITHDRAWAL,3486.0,3486.0,1,0,-0.35903266930938876
165,98,WITHDRAWAL,14.6,3714.6,2,0,-0.3148807871707405
180,333,WITHDRAWAL,72.0,72.0,1,0,-0.32641807199071954
184,204,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
193,486,WITHDRAWAL,500.0,500.0,1,0,-0.3317995123956224
196,166,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
205,359,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
218,24,WITHDRAWAL,221.0,221.0,1,0,-0.31730645008017205
221,24,WITHDRAWAL,221.0,221.0,1,0,-0.31730645008017205
225,313,WITHDRAWAL,2294.0,2294.0,1,0,-0.38421844598286164
229,109,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
243,505,WITHDRAWAL,2203.0,2203.0,1,0,-0.38408908389493807
249,140,WITHDRAWAL,1200.0,1200.0,1,0,-0.33674386981772153
255,77,WITHDRAWAL,8600.0,8600.0,1,0,-0.23916898763578276
287,509,WITHDRAWAL,6400.0,9700.0,2,0,-0.22825235050173365
294,539,WITHDRAWAL,5100.0,5100.0,1,0,-0.3042049409430506
301,386,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
309,88,WITHDRAWAL,210.0,210.0,1,0,-0.316577705257739
311,14,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
325,323,WITHDRAWAL,3025.0,3025.0,1,0,-0.36421832714991903
328,328,WITHDRAWAL,1145.0,2832.0,3,0,-0.18949676180567887
333,382,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
342,185,WITHDRAWAL,14.6,12414.6,2,0,-0.1898108096970772
348,297,WITHDRAWAL,1350.0,1350.0,1,0,-0.3459473456790268
351,283,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
356,386,WITHDRAWAL,4711.0,4711.0,1,0,-0.3003757572968772
360,513,WITHDRAWAL,600.0,600.0,1,0,-0.34109794866243587
366,12,WITHDRAWAL,400.0,2464.6,3,0,-0.1871035704234949
383,450,WITHDRAWAL,2404.0,2404.0,1,0,-0.3792012954326431
385,223,WITHDRAWAL,2500.0,2500.0,1,0,-0.37682021805242816
404,55,WITHDRAWAL,2160.0,4240.0,4,0,-0.06973464807505658
410,536,WITHDRAWAL,3600.0,3600.0,1,0,-0.3499324211335509
434,134,WITHDRAWAL,14.6,4314.6,2,0,-0.3070061363710255
444,155,WITHDRAWAL,3480.0,6600.0,2,0,-0.28701101252584016
445,302,WITHDRAWAL,3236.0,3236.0,1,0,-0.3583180722594841
447,326,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
454,41,WITHDRAWAL,2400.0,2414.6,2,0,-0.3225981803297193
459,261,WITHDRAWAL,2182.0,2182.0,1,0,-0.38477982749050404
463,41,WITHDRAWAL,14.6,13614.6,2,0,-0.17009637302797298
468,508,WITHDRAWAL,2480.0,2480.0,1,0,-0.3785036430307386
469,479,WITHDRAWAL,180.0,2244.0,2,0,-0.32267911033390784
470,264,WITHDRAWAL,2400.0,5707.0,2,0,-0.29368516493237895
480,24,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
497,513,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
504,382,WITHDRAWAL,27.0,27.0,1,0,-0.35142729493586905
505,129,WITHDRAWAL,2500.0,2514.6,2,0,-0.32768393454432887
521,14,WITHDRAWAL,3629.0,3629.0,1,0,-0.34789819262094
529,387,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
532,301,WITHDRAWAL,1950.0,1950.0,1,0,-0.37161123829478643
533,531,WITHDRAWAL,390.0,390.0,1,0,-0.32527945314083007
535,134,WITHDRAWAL,2700.0,2700.0,1,0,-0.38084244330215816
549,341,WITHDRAWAL,19300.0,19300.0,1,0,-0.11738587671175738
555,325,WITHDRAWAL,3000.0,3000.0,1,0,-0.36321174196100636
582,264,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
588,410,WITHDRAWAL,3825.0,4775.0,2,0,-0.297383153132294
591,223,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
594,302,WITHDRAWAL,14.6,2014.6,2,0,-0.32039634776476983
601,91,WITHDRAWAL,32400.0,32400.0,1,0,-0.02854036084080458
628,536,WITHDRAWAL,2000.0,10482.0,4,0,-0.050720455963313316
630,536,WITHDRAWAL,827.0,827.0,1,0,-0.3443197631812877
644,439,WITHDRAWAL,14.6,764.6,2,0,-0.27273600137881626
645,342,WITHDRAWAL,840.0,3172.0,2,0,-0.3175102141327516
666,77,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
675,258,WITHDRAWAL,3737.0,3737.0,1,0,-0.3393898564220724
684,434,WITHDRAWAL,1100.0,1100.0,1,0,-0.3364235141457906
686,483,WITHDRAWAL,750.0,750.0,1,0,-0.3361965243513893
691,105,WITHDRAWAL,3200.0,3200.0,1,0,-0.3590986594355794
702,536,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
705,58,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
707,309,WITHDRAWAL,14.6,4694.6,2,0,-0.2986596480313582
738,508,WITHDRAWAL,2480.0,2480.0,1,0,-0.3785036430307386
739,232,WITHDRAWAL,3643.0,8683.0,2,0,-0.2287064885417739
757,539,WITHDRAWAL,7800.0,7800.0,1,0,-0.25850556219216214
758,315,WITHDRAWAL,1800.0,1800.0,1,0,-0.36750137241615055
770,69,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
776,338,WITHDRAWAL,2252.0,2252.0,1,0,-0.3859386383428003
781,121,WITHDRAWAL,393.0,2116.0,3,0,-0.176058676801094
798,258,WITHDRAWAL,4100.0,4100.0,1,0,-0.321190188152228
806,11,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
815,434,WITHDRAWAL,2100.0,2100.0,1,0,-0.37920289971749993
819,375,WITHDRAWAL,1440.0,1440.0,1,0,-0.3483040468573726
821,194,WITHDRAWAL,3700.0,4810.0,2,0,-0.29776851362287643
828,157,WITHDRAWAL,2640.0,6040.0,2,0,-0.2842473917495342
832,536,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
848,205,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
852,250,WITHDRAWAL,3360.0,3360.0,1,0,-0.3542141021383222
853,409,WITHDRAWAL,600.0,7410.0,2,0,-0.2709143480030589
857,49,WITHDRAWAL,3102.0,3102.0,1,0,-0.3626455397667899
881,224,WITHDRAWAL,3503.0,3503.0,1,0,-0.35874788429122095
890,121,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
891,439,WITHDRAWAL,1100.0,1114.6,2,0,-0.29443458804032474
900,204,WITHDRAWAL,1950.0,1950.0,1,0,-0.37161123829478643
901,513,WITHDRAWAL,7908.0,7908.0,1,0,-0.2585578811145389
904,511,WITHDRAWAL,14.6,4214.6,2,0,-0.3067453753250927
908,194,WITHDRAWAL,14.6,3214.6,2,0,-0.3155047263182886
913,296,WITHDRAWAL,2646.0,2646.0,1,0,-0.37821632866159155
923,63,WITHDRAWAL,2237.0,2237.0,1,0,-0.38503490766304793
933,54,WITHDRAWAL,2280.0,2280.0,1,0,-0.3856738574439443
944,199,WITHDRAWAL,1984.0,1984.0,1,0,-0.37100643710790465
951,490,WITHDRAWAL,2042.0,3642.0,2,0,-0.31398376025302466
952,80,WITHDRAWAL,2970.0,6692.0,4,0,-0.0661944082933239
953,433,WITHDRAWAL,8900.0,8900.0,1,0,-0.22855151385119232
955,223,WITHDRAWAL,14.6,2014.6,2,0,-0.32039634776476983
964,88,WITHDRAWAL,2268.0,2268.0,1,0,-0.3851288899053832
966,537,WITHDRAWAL,1848.0,1848.0,1,0,-0.37374502804814347
970,155,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
974,79,WITHDRAWAL,560.0,2460.0,2,0,-0.3261518847623234
977,276,WITHDRAWAL,11000.0,11000.0,1,0,-0.198657387720642
983,513,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1002,528,WITHDRAWAL,2916.0,2916.0,1,0,-0.3667474542724161
1008,223,WITHDRAWAL,4400.0,4414.6,2,0,-0.3013567174259984
1010,17,WITHDRAWAL,5500.0,5500.0,1,0,-0.29925822197673974
1015,335,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1018,531,WITHDRAWAL,2144.0,2144.0,1,0,-0.3824410352930255
1028,515,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1037,89,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1045,375,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1054,281,WITHDRAWAL,5578.0,5578.0,1,0,-0.29799482683597933
1057,55,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1063,434,WITHDRAWAL,1637.0,7303.0,2,0,-0.2779430910908677
1069,69,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1074,79,WITHDRAWAL,2788.0,2788.0,1,0,-0.3765290678266627
1088,509,WITHDRAWAL,5900.0,13500.0,2,0,-0.1725664783216032
1094,232,WITHDRAWAL,5040.0,5040.0,1,0,-0.3045450055503414
1096,307,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1097,434,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1100,5,WITHDRAWAL,2668.0,2668.0,1,0,-0.37997825007395436
1119,325,WITHDRAWAL,2741.0,2741.0,1,0,-0.37708161235504595
1121,91,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1128,265,WITHDRAWAL,3920.0,3920.0,1,0,-0.327245364869746
1134,113,WITHDRAWAL,2400.0,2400.0,1,0,-0.3792012954326431
1138,301,WITHDRAWAL,1950.0,1950.0,1,0,-0.37161123829478643
1140,11,WITHDRAWAL,2132.0,3152.0,3,0,-0.1864463249838456
1147,284,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1158,444,WITHDRAWAL,3200.0,3214.6,2,0,-0.3155047263182886
1161,45,WITHDRAWAL,10800.0,10800.0,1,0,-0.20479004627061204
1163,63,WITHDRAWAL,2237.0,3437.0,2,0,-0.31465873922676524
1172,375,WITHDRAWAL,3824.0,3824.0,1,0,-0.33327939245044724
1186,129,WITHDRAWAL,14.6,914.6,2,0,-0.28349704787597196
1191,316,WITHDRAWAL,1800.0,1800.0,1,0,-0.36750137241615055
1201,139,WITHDRAWAL,3300.0,8700.0,2,0,-0.2290792280309477
1202,450,WITHDRAWAL,2404.0,2404.0,1,0,-0.3792012954326431
1221,265,WITHDRAWAL,2900.0,2900.0,1,0,-0.3689976813034923
1223,309,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1231,76,WITHDRAWAL,2800.0,2814.6,2,0,-0.32207784278100643
1234,11,WITHDRAWAL,390.0,390.0,1,0,-0.32527945314083007
1239,387,WITHDRAWAL,6200.0,6200.0,1,0,-0.2698759267941555
1240,232,WITHDRAWAL,3600.0,9480.0,2,0,-0.23113972640656166
1246,326,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1248,439,WITHDRAWAL,750.0,3150.0,2,0,-0.3180441826494937
1259,406,WITHDRAWAL,1800.0,2064.0,2,0,-0.31835817605195466
1272,515,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1274,264,WITHDRAWAL,3307.0,8707.0,2,0,-0.2290792280309477
1283,407,WITHDRAWAL,1800.0,1800.0,1,0,-0.36750137241615055
1286,284,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1297,295,WITHDRAWAL,27680.0,47980.0,2,0,-0.029705160695489674
1299,21,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1300,406,WITHDRAWAL,264.0,264.0,1,0,-0.32954291200912694
1308,252,WITHDRAWAL,1120.0,1120.0,1,0,-0.33754946767612504
1322,313,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1342,509,WITHDRAWAL,14.6,4814.6,2,0,-0.29776851362287643
1349,450,WITHDRAWAL,560.0,2964.0,2,0,-0.32573499565245523
1374,223,WITHDRAWAL,2500.0,2500.0,1,0,-0.37682021805242816
1383,261,WITHDRAWAL,2182.0,2182.0,1,0,-0.38477982749050404
1384,3,WITHDRAWAL,1135.0,5835.0,2,0,-0.28915998277168403
1385,531,WITHDRAWAL,14.6,14.6,1,0,-0.42191972666229227
1388,265,WITHDRAWAL,2900.0,2900.0,1,0,-0.3689976813034923
1410,302,WITHDRAWAL,1120.0,2634.6,3,0,-0.1902122851930359
1422,157,WITHDRAWAL,3000.0,3000.0,1,0,-0.36321174196100636
1423,124,WITHDRAWAL,447.0,1418.0,2,0,-0.30381309383980243
1430,240,WITHDRAWAL,2880.0,2894.6,2,0,-0.31769865237034256
