,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
2,196,WITHDRAWAL,900.0,7871.0,3
9,425,WITHDRAWAL,14.6,14.6,1
48,358,WITHDRAWAL,532.0,605.0,2
57,244,WITHDRAWAL,1110.0,3758.0,4
79,358,WITHDRAWAL,73.0,1507.0,2
83,190,WITHDRAWAL,2900.0,11500.0,3
85,362,WITHDRAWAL,6001.0,10081.0,3
124,190,WITHDRAWAL,1316.0,9110.0,4
128,107,WITHDRAWAL,959.0,2539.0,2
143,368,WITHDRAWAL,14.6,6014.6,2
148,470,WITHDRAWAL,1078.0,9776.0,4
152,368,WITHDRAWAL,4900.0,5800.0,2
176,484,WITHDRAWAL,108.0,6567.0,5
178,107,WITHDRAWAL,1580.0,1580.0,1
179,244,WITHDRAWAL,232.0,232.0,1
182,362,WITHDRAWAL,292.0,11453.0,3
190,425,WITHDRAWAL,3680.0,3680.0,1
194,107,WITHDRAWAL,959.0,2539.0,2
202,107,WITHDRAWAL,959.0,2539.0,2
212,362,WITHDRAWAL,6001.0,6001.0,1
227,190,WITHDRAWAL,42.0,42.0,1
248,148,WITHDRAWAL,1736.0,1825.0,2
254,484,WITHDRAWAL,800.0,800.0,1
266,443,WITHDRAWAL,1020.0,1020.0,1
267,190,WITHDRAWAL,4519.0,4561.0,2
268,148,WITHDRAWAL,1736.0,1825.0,2
272,362,WITHDRAWAL,6001.0,11161.0,2
280,484,WITHDRAWAL,700.0,2460.0,3
289,148,WITHDRAWAL,14.6,14.6,1
310,107,WITHDRAWAL,720.0,2760.0,2
324,425,WITHDRAWAL,806.0,806.0,1
331,425,WITHDRAWAL,2390.0,2454.0,2
337,368,WITHDRAWAL,269.0,3028.0,4
352,425,WITHDRAWAL,2400.0,2414.6,2
392,385,WITHDRAWAL,14.6,1454.6,2
394,148,WITHDRAWAL,89.0,1019.0,2
395,385,WITHDRAWAL,31.0,152.0,2
401,368,WITHDRAWAL,2800.0,2800.0,1
412,190,WITHDRAWAL,14.6,14.6,1
414,362,WITHDRAWAL,2160.0,2228.0,2
415,190,WITHDRAWAL,9900.0,9900.0,1
431,484,WITHDRAWAL,2800.0,2814.6,2
451,190,WITHDRAWAL,800.0,9400.0,3
474,244,WITHDRAWAL,2190.0,2648.0,3
493,484,WITHDRAWAL,1995.0,1995.0,1
496,190,WITHDRAWAL,800.0,814.6,2
508,196,WITHDRAWAL,4417.0,4417.0,1
516,385,WITHDRAWAL,31.0,152.0,2
536,244,WITHDRAWAL,2190.0,2648.0,3
556,362,WITHDRAWAL,4440.0,4440.0,1
557,385,WITHDRAWAL,31.0,152.0,2
572,385,WITHDRAWAL,780.0,2984.6,3
573,148,WITHDRAWAL,89.0,89.0,1
578,196,WITHDRAWAL,1400.0,1400.0,1
604,385,WITHDRAWAL,2160.0,2191.0,2
620,443,WITHDRAWAL,1380.0,1380.0,1
621,148,WITHDRAWAL,487.0,2312.0,3
646,368,WITHDRAWAL,217.0,5340.0,3
650,471,WITHDRAWAL,3360.0,3360.0,1
664,107,WITHDRAWAL,14.6,14.6,1
672,362,WITHDRAWAL,6001.0,6001.0,1
716,362,WITHDRAWAL,68.0,6361.0,3
719,425,WITHDRAWAL,14.6,2534.6,2
723,470,WITHDRAWAL,630.0,5130.0,2
732,470,WITHDRAWAL,2300.0,7576.0,4
772,362,WITHDRAWAL,292.0,6293.0,2
800,443,WITHDRAWAL,463.0,1971.0,2
802,362,WITHDRAWAL,5160.0,5160.0,1
805,244,WITHDRAWAL,2190.0,2648.0,3
858,470,WITHDRAWAL,14.6,14.6,1
860,244,WITHDRAWAL,226.0,458.0,2
862,244,WITHDRAWAL,226.0,848.0,3
868,107,WITHDRAWAL,1580.0,1580.0,1
872,358,WITHDRAWAL,14.6,14.6,1
882,190,WITHDRAWAL,1316.0,9110.0,4
906,425,WITHDRAWAL,2390.0,2454.0,2
925,443,WITHDRAWAL,1508.0,2348.0,2
928,107,WITHDRAWAL,5040.0,5040.0,1
929,196,WITHDRAWAL,1500.0,8471.0,3
939,196,WITHDRAWAL,3100.0,5754.0,3
954,362,WITHDRAWAL,8200.0,14493.0,3
961,362,WITHDRAWAL,14.6,14.6,1
975,190,WITHDRAWAL,3233.0,7794.0,3
1001,244,WITHDRAWAL,232.0,232.0,1
1007,443,WITHDRAWAL,463.0,1971.0,2
1032,196,WITHDRAWAL,1270.0,1270.0,1
1053,425,WITHDRAWAL,64.0,64.0,1
1060,425,WITHDRAWAL,2390.0,2454.0,2
1081,484,WITHDRAWAL,1412.0,3407.0,2
1108,362,WITHDRAWAL,14.6,14.6,1
1142,471,WITHDRAWAL,14.6,14.6,1
1166,362,WITHDRAWAL,14.6,14.6,1
1171,244,WITHDRAWAL,450.0,1350.0,2
1174,196,WITHDRAWAL,2554.0,6971.0,2
1210,385,WITHDRAWAL,121.0,121.0,1
1238,244,WITHDRAWAL,226.0,458.0,2
1241,471,WITHDRAWAL,1300.0,1314.6,2
1252,425,WITHDRAWAL,2390.0,2454.0,2
1273,196,WITHDRAWAL,14.6,14.6,1
1282,107,WITHDRAWAL,2400.0,2400.0,1
1295,148,WITHDRAWAL,1440.0,3265.0,3
1298,148,WITHDRAWAL,487.0,2312.0,3
1320,443,WITHDRAWAL,463.0,1971.0,2
1323,362,WITHDRAWAL,8400.0,8414.6,2
1328,471,WITHDRAWAL,4695.0,4695.0,1
1375,368,WITHDRAWAL,14.6,14.6,1
1378,470,WITHDRAWAL,1900.0,3600.0,2
1382,470,WITHDRAWAL,3568.0,4198.0,2
1400,148,WITHDRAWAL,840.0,2107.0,3
1413,196,WITHDRAWAL,385.0,5755.0,3
1414,443,WITHDRAWAL,463.0,1971.0,2
1418,362,WITHDRAWAL,6001.0,6001.0,1
1447,385,WITHDRAWAL,14.6,14.6,1
1464,471,WITHDRAWAL,253.0,1386.0,3
1503,470,WITHDRAWAL,630.0,630.0,1
1526,385,WITHDRAWAL,14.6,14.6,1
1591,244,WITHDRAWAL,1320.0,1778.0,3
1656,196,WITHDRAWAL,1300.0,1300.0,1
1662,148,WITHDRAWAL,89.0,419.0,2
1688,484,WITHDRAWAL,14.6,14.6,1
1713,484,WITHDRAWAL,14.6,14.6,1
1736,368,WITHDRAWAL,4381.0,4381.0,1
1740,471,WITHDRAWAL,4695.0,4695.0,1
1754,196,WITHDRAWAL,14.6,14.6,1
1835,107,WITHDRAWAL,2015.0,2974.0,2
1847,107,WITHDRAWAL,3120.0,5135.0,2
1874,244,WITHDRAWAL,226.0,458.0,2
1877,196,WITHDRAWAL,5200.0,9617.0,2
1903,190,WITHDRAWAL,42.0,42.0,1
1906,148,WITHDRAWAL,990.0,2815.0,3
1920,107,WITHDRAWAL,959.0,2539.0,2
1935,470,WITHDRAWAL,14.6,14.6,1
1961,190,WITHDRAWAL,1316.0,9110.0,4
1978,196,WITHDRAWAL,385.0,1655.0,2
1979,190,WITHDRAWAL,7100.0,7100.0,1
1984,190,WITHDRAWAL,6500.0,8100.0,2
1995,362,WITHDRAWAL,14.6,3814.6,2
1996,362,WITHDRAWAL,68.0,8261.0,4
1997,148,WITHDRAWAL,1736.0,5125.0,3
2000,196,WITHDRAWAL,1600.0,1600.0,1
2005,196,WITHDRAWAL,14.6,14.6,1
2028,425,WITHDRAWAL,806.0,2206.0,2
2078,190,WITHDRAWAL,5100.0,5100.0,1
2102,190,WITHDRAWAL,3233.0,7794.0,3
2114,368,WITHDRAWAL,269.0,1228.0,3
2119,484,WITHDRAWAL,1300.0,1300.0,1
2138,190,WITHDRAWAL,14.6,14.6,1
2152,368,WITHDRAWAL,600.0,6681.0,4
2167,148,WITHDRAWAL,14.6,14.6,1
2176,244,WITHDRAWAL,226.0,4558.0,3
2181,425,WITHDRAWAL,3960.0,7480.0,2
2197,196,WITHDRAWAL,4417.0,4417.0,1
2212,196,WITHDRAWAL,1270.0,1270.0,1
2215,368,WITHDRAWAL,742.0,5123.0,2
2263,484,WITHDRAWAL,1995.0,2595.0,2
2265,244,WITHDRAWAL,232.0,232.0,1
2266,244,WITHDRAWAL,14.6,14.6,1
2269,196,WITHDRAWAL,1400.0,1400.0,1
2280,148,WITHDRAWAL,14.6,14.6,1
2283,190,WITHDRAWAL,4519.0,4561.0,2
2292,362,WITHDRAWAL,68.0,6361.0,3
2296,358,WITHDRAWAL,27.0,632.0,3
2297,368,WITHDRAWAL,14.6,14.6,1
2350,470,WITHDRAWAL,2500.0,6698.0,3
2357,358,WITHDRAWAL,2220.0,2852.0,4
2401,148,WITHDRAWAL,89.0,89.0,1
2420,244,WITHDRAWAL,1050.0,1050.0,1
2453,484,WITHDRAWAL,1412.0,3407.0,2
2462,368,WITHDRAWAL,742.0,5123.0,2
2468,196,WITHDRAWAL,14.6,14.6,1
2504,471,WITHDRAWAL,4695.0,4695.0,1
2509,470,WITHDRAWAL,3900.0,6700.0,2
2514,368,WITHDRAWAL,269.0,1228.0,3
2554,443,WITHDRAWAL,1508.0,1508.0,1
2564,362,WITHDRAWAL,68.0,6361.0,3
2573,368,WITHDRAWAL,14.6,14.6,1
2576,443,WITHDRAWAL,1320.0,1950.0,2
2577,107,WITHDRAWAL,3000.0,3014.6,2
2595,190,WITHDRAWAL,3233.0,7794.0,3
2598,196,WITHDRAWAL,1270.0,4870.0,2
2603,368,WITHDRAWAL,4381.0,4381.0,1
2609,358,WITHDRAWAL,73.0,1507.0,2
2611,107,WITHDRAWAL,2015.0,2974.0,2
2621,470,WITHDRAWAL,630.0,630.0,1
2629,385,WITHDRAWAL,121.0,121.0,1
2638,244,WITHDRAWAL,226.0,758.0,3
2660,385,WITHDRAWAL,540.0,540.0,1
2665,107,WITHDRAWAL,1560.0,4320.0,3
2744,425,WITHDRAWAL,700.0,8850.0,3
