,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
4,198,WITHDRAWAL,4750.0,4750.0,1
14,42,WITHDRAWAL,14.6,614.6,2
15,416,WITHDRAWAL,14.6,14.6,1
19,432,WITHDRAWAL,14.6,14.6,1
26,533,WITHDRAWAL,15100.0,15100.0,1
27,42,WITHDRAWAL,1592.0,1831.0,2
40,518,WITHDRAWAL,1840.0,2304.6,3
49,454,WITHDRAWAL,1000.0,1000.0,1
62,324,WITHDRAWAL,2000.0,2014.6,2
64,317,WITHDRAWAL,960.0,4400.0,3
68,538,WITHDRAWAL,14.6,14.6,1
75,324,WITHDRAWAL,284.0,3884.0,2
122,260,WITHDRAWAL,14.6,214.6,2
127,534,WITHDRAWAL,1680.0,9220.0,4
134,522,WITHDRAWAL,9600.0,14530.0,2
135,234,WITHDRAWAL,2809.0,2809.0,1
141,311,WITHDRAWAL,3375.0,8507.0,3
145,306,WITHDRAWAL,3657.0,3657.0,1
146,6,WITHDRAWAL,3954.0,3954.0,1
147,332,WITHDRAWAL,2385.0,2385.0,1
151,44,WITHDRAWAL,1680.0,1680.0,1
156,142,WITHDRAWAL,14.6,14.6,1
161,146,WITHDRAWAL,4950.0,8950.0,3
164,288,WITHDRAWAL,3257.0,5457.0,2
168,234,WITHDRAWAL,14.6,14.6,1
169,518,WITHDRAWAL,2015.0,2015.0,1
185,40,WITHDRAWAL,4301.0,4301.0,1
192,293,WITHDRAWAL,14.6,214.6,2
198,474,WITHDRAWAL,14.6,14.6,1
213,152,WITHDRAWAL,14.6,14.6,1
215,238,WITHDRAWAL,2234.0,2234.0,1
222,192,WITHDRAWAL,1840.0,2440.0,2
235,238,WITHDRAWAL,14.6,14.6,1
247,62,WITHDRAWAL,650.0,650.0,1
252,220,WITHDRAWAL,3095.0,3095.0,1
253,492,WITHDRAWAL,3500.0,3500.0,1
256,62,WITHDRAWAL,2300.0,2300.0,1
282,44,WITHDRAWAL,3200.0,3200.0,1
284,388,WITHDRAWAL,6524.0,12424.0,4
285,318,WITHDRAWAL,14.6,14.6,1
286,306,WITHDRAWAL,14.6,14.6,1
288,317,WITHDRAWAL,3068.0,3068.0,1
293,306,WITHDRAWAL,14.6,14.6,1
302,416,WITHDRAWAL,982.0,2782.0,2
305,332,WITHDRAWAL,14.6,14.6,1
316,198,WITHDRAWAL,1200.0,1900.0,2
334,61,WITHDRAWAL,1920.0,4080.0,2
339,428,WITHDRAWAL,14.6,4814.6,2
341,321,WITHDRAWAL,800.0,2880.0,3
347,112,WITHDRAWAL,6900.0,6900.0,1
349,533,WITHDRAWAL,14.6,14.6,1
355,146,WITHDRAWAL,3823.0,3823.0,1
364,44,WITHDRAWAL,2344.0,2344.0,1
367,4,WITHDRAWAL,1285.0,2085.0,2
370,392,WITHDRAWAL,1700.0,8260.0,2
374,275,WITHDRAWAL,1200.0,1200.0,1
375,288,WITHDRAWAL,3257.0,3257.0,1
377,237,WITHDRAWAL,1788.0,1788.0,1
384,241,WITHDRAWAL,632.0,1976.0,2
390,423,WITHDRAWAL,600.0,600.0,1
407,115,WITHDRAWAL,1700.0,1714.6,2
409,234,WITHDRAWAL,2809.0,2809.0,1
416,391,WITHDRAWAL,1000.0,1000.0,1
417,112,WITHDRAWAL,3520.0,5571.0,2
418,352,WITHDRAWAL,1992.0,1992.0,1
419,4,WITHDRAWAL,2078.0,2078.0,1
423,518,WITHDRAWAL,2015.0,2015.0,1
