,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
28,521,WITHDRAWAL,26800.0,104000.0,3
32,212,WITHDRAWAL,14800.0,14800.0,1
36,186,WITHDRAWAL,6862.0,6862.0,1
69,186,WITHDRAWAL,6862.0,6862.0,1
82,243,WITHDRAWAL,1800.0,1800.0,1
84,30,WITHDRAWAL,14.6,16314.6,2
93,30,WITHDRAWAL,2900.0,2914.6,2
109,456,WITHDRAWAL,3000.0,3000.0,1
144,82,WITHDRAWAL,14.6,11414.6,2
188,363,WITHDRAWAL,16700.0,16700.0,1
232,82,WITHDRAWAL,14.6,14.6,1
233,243,WITHDRAWAL,3067.0,3067.0,1
264,82,WITHDRAWAL,14.6,14.6,1
292,82,WITHDRAWAL,15300.0,15300.0,1
376,299,WITHDRAWAL,38300.0,38300.0,1
413,30,WITHDRAWAL,11400.0,50100.0,3
422,31,WITHDRAWAL,14.6,14.6,1
436,212,WITHDRAWAL,26300.0,26300.0,1
439,212,WITHDRAWAL,27500.0,27500.0,1
461,363,WITHDRAWAL,3900.0,46000.0,2
545,243,WITHDRAWAL,30.0,30.0,1
565,266,WITHDRAWAL,3900.0,3900.0,1
634,299,WITHDRAWAL,14.6,6014.6,2
749,266,WITHDRAWAL,3000.0,3000.0,1
771,456,WITHDRAWAL,37800.0,37800.0,1
778,30,WITHDRAWAL,16300.0,16300.0,1
794,456,WITHDRAWAL,43300.0,43300.0,1
812,186,WITHDRAWAL,3300.0,3300.0,1
818,31,WITHDRAWAL,5700.0,5700.0,1
837,30,WITHDRAWAL,23100.0,23100.0,1
844,186,WITHDRAWAL,6862.0,53462.0,2
855,456,WITHDRAWAL,31500.0,31514.6,2
883,186,WITHDRAWAL,30.0,30.0,1
916,299,WITHDRAWAL,14.6,14.6,1
917,212,WITHDRAWAL,29400.0,29400.0,1
972,390,WITHDRAWAL,14.6,14.6,1
980,521,WITHDRAWAL,18600.0,18614.6,2
987,212,WITHDRAWAL,4500.0,4500.0,1
